,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
658,658,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 22, 2019",Verified Purchase,"
Best rechargeable batteries I've owned
","

  These rechargeable batteries are amazing. At first, I was worried about the charging system. After using it for a couple of times, I love how it is able to charge with the USB cable. It saves a lot of space. I wish there was a spot in the battery case for the cable, but it's small enough to where I can just put the cables in my pocket.I only used this on my wireless lavalier microphones. I wanted to see how long the charge will last so I left it on for 6 hours the first day and then 8 hours the second day. The battery meter on my microphones stayed full both days. I am very pleased with this purchase. It lasts just as long as my Duracell non-rechargebles, and longer than other generic non-rechargeables. Will be getting more.

",klee,5.0
659,659,B07TJTQDYG,Size: D Cell (USB&Type C Charging),"December 22, 2019",Verified Purchase,"
Disappointing.
","

  I sent them back. Even though they were charged when i put them into a flashlight the flashlight was much dimmer than with regular batteries. I so wanted them to work but not good experience. The seller was cooperative and gets 5 stars. .

",SLJ,1.0
660,660,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 21, 2019",Verified Purchase,"
Light Weight for Charger Less
","

  This rechargeable batteries can be charged by a 4 in 1 USB cord that it is light weight and save the space when you travel. The cord comes with the package. Of course it can be charged with a charger too. Every battery has an indicator light, The light is red when charging and will change green when it is full, Very convenient.

",Jimmy,5.0
661,661,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 12, 2019",Verified Purchase,"
Would never buy again
","

  The charge last till you take them off the charger. I got taken on this purchase!!

",Robert P Derr III,1.0
662,662,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 11, 2019",Verified Purchase,"
Better than disposable batteries
","

  Only have to replace them in my Logitech G602 every couple months or so.  However, for my Xbox One Bluetooth controller, they are averaging about 10-15 hours of use per charge.  I bought two sets of them so I could continually have a charged set and a set in use and I couldn't be happier with it.  They charge from empty to full using my fast charging USB port in about ~45 minutes.

",Amazon Customer,4.0
663,663,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 10, 2019",Verified Purchase,"
Perfect  alternative to conventional batteries
","

  These charge quickly and are a great alternative  to use in electronics which take AAA batteries. I put this in a vibrator  that eats through Duracell battery extremely quickly. They offered more power and lasted longer on a single charge!Its also nice that the cable will charge  all 4 batteries  at once.

",Amazon User,5.0
664,664,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 7, 2019",Verified Purchase,"
They work like the advertisment said.
","

  The charging port has a dust cover.

",Ralph Clark,5.0
665,665,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"December 6, 2019",Verified Purchase,"
Good item
","

  Good product but a little pricey.

",wallycrow,5.0
666,666,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 2, 2019",Verified Purchase,"
Could last longer
","

  Was going to return, not enough longevity

",jmellon,1.0
667,667,B07QW531W2,Size: AAA 450mAh (USB Charging),"December 1, 2019",Verified Purchase,"
Interesting idea, probably good for some things...
","

  Got these to evaluate for different uses...things that come to mind are my Amazon Fire remote which seems to eat batteries even if I don't use it.First thing -- when you charge them you have to remove the batteries from the device because letting the ends touch (including the series contacts in the devices) will short them out with the charger cable connected.They do charge in about the expected time, and they perform surprisingly well even at very high current draw for AAA cells.  I used an OPUS battery tester-charger in discharge-mode to measure the capacity and the AAA cells came out fairly consistent whether I drained them at 200mA rate or 500mA rate - very impressive maintaining 1.4V right up til the last moment even at the high discharge rate.  I could see this being useful in toys or camera flashes that may go hard on batteries and run out quickly.  Unfortunately the self-discharge (likely because of internal regulator circuitry) makes them less ideal choice for low draw devices like thermometers that could go for years on a normal set of disposable cells.AAA Capacity Measurements: 358mAh, 401mAh, 370mAh, 355mAhAfter sitting on the shelf (in their case) for 4 months, I tested 2 of them again without charging.4-month Capacity Measurements: 355->80mAh, 370->95mAhThis suggests that 2/3 of the capacity was ""drained"" while it was sitting unused, so they would definitely need recharging regularly if you want to let them sit.

",Matt M,4.0
668,668,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"November 30, 2019",Verified Purchase,"
Buy them, they’re awesome.
","

  Freaking phenomenal batteries. Charged when they first arrived, but I plugged them in to get the initial charge as one should do with any new rechargeable battery and let them cool before putting them in my flashlights. Amazing!! Will run them to zero power after the first charge to be safe, but these things are AWESOME! Charging cable has already been used for other usb devices. Def think my single AA 650 lumen light is brighter with these and zero issues (amperage isn’t large enough to cause a problem, these should work in anything using AA’s). Just ordered more.

",Dr. C,5.0
669,669,B07QW531W2,Size: AAA 450mAh (USB Charging),"November 29, 2019",Verified Purchase,"
Happy with the purchase
","

  Works pretty good.  Recharged and ran my AAA devices nicely.  No more discovering dead batteries and no replacements in the house.  I hope to stop purchasing disposable batteries with this product.  I estimate my brake even mark will be in five more battery swaps;  about the middle of next year.

",Amazon Customer,4.0
670,670,B07QW531W2,Size: AAA 450mAh (USB Charging),"November 25, 2019",Verified Purchase,"
lasts one hour in headlamp
","

  I have a $20 Engergizer brand headlamp that takes 3 AAA batteries. I use it a lot and go through many batteries so I bought rechargeable ones. Regular aaa batteries last in this headlamp for several hours before fading. These new Li Ion batteries don't even last one hour before crapping out. Recharged and tried 3 times, all with unacceptably poor performance.

",Angie,2.0
671,671,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"November 24, 2019",Verified Purchase,"
A Good Battery
","

  No warning prior to dischargeDoes not last as long as other brands

",Richard,4.0
672,672,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"November 24, 2019",Verified Purchase,"
Perfect for any standard battery replacement.
","

  Just about any 1.5v battery powered device. Great for remotes, mice, etc. Often many devices will quit working once the voltage drops and these don't do that.They at NOT equivalent. Different technology. But they are designed to be plug in replacements and will work as good or better than regular batteries or alkalines.The only exception I can think of is really high current devices with really big motors. Think of devices where alkalines will only last 15 minutes of use. In those cases you should be using a different battery technology anyway.That's the review. Single battery, or 10 batteries in a device. These will work.Background. The reason they work so well is that they have built in protection. Current limiting. Voltage limiting. Voltage and current boosting. And balancing. LiOn batteries actually run at 3.7 volts. Ish. These batteries convert that power to 1.5 volts. When charging they do the opposite only with the correct variable current and voltage the battery needs.And this is the important thing to remember. Because there is a circuit in the middle, there are limits to what it can do. By design. To protect you and the battery from stupid.They don't over charge. They don't let you run them down to where they will break. They just shut off. They also don't let you take more power out (think amps) than they can safely give. It is always bettter to shut down a device or battery then to let you burn your house down.Always.

",Amazon Customer,5.0
673,673,B07QW531W2,Size: AAA 450mAh (USB Charging),"November 19, 2019",Verified Purchase,"
Easy use, fast recharge
","

  Really fast shipping.bought this to replace my old tv remote. This batteries come with a 4 in 1 USB cable so you can charge all 4 from one USB port and also a lil carrying case for all four batteries.It thought it looked cool and convenient as it doesn't need a separate special charger unit. I love this USB rechargeable batteries. They are lightweight, and fast recharge.

",Hannah,5.0
674,674,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"November 11, 2019",Verified Purchase,"
Super convenient
","

  These are superb for battery-hungry devices in constant use - I was tired of replacing AAs constantly, and now I always have a charged set on hand. They last well, and are well on their way to paying for themselves.

",ptom,5.0
675,675,B07R2KK5P7,Size: AA 1500mAh (USB Charging),"November 7, 2019",Verified Purchase,"
Bought these for my out door cameras. Long lasting
","

  Nothing bad to say about this product.

",John,5.0
