,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating,title_desc
457,457,B07RCZWQ7P,,"August 9, 2020",Verified Purchase,Eh,"  I had high hopes for this product despite the bad reviews.  Most of the bad reviews seemed to expect this to be an air conditioner, which it's just not.  It is cooler than a normal fan because it's not just moving around hot air, but it's also not that great.  The water leaked pretty badly.  And it's super noisy.  It's colder the colder water you use, but it doesn't go through water very quickly, so you have to keep emptying it to refill with cold water again.  And that means picking up the entire unit.",Jackie K.,3.0,"Eh  I had high hopes for this product despite the bad reviews.  Most of the bad reviews seemed to expect this to be an air conditioner, which it's just not.  It is cooler than a normal fan because it's not just moving around hot air, but it's also not that great.  The water leaked pretty badly.  And it's super noisy.  It's colder the colder water you use, but it doesn't go through water very quickly, so you have to keep emptying it to refill with cold water again.  And that means picking up the entire unit."
458,458,B07RCZWQ7P,,"August 9, 2020",Verified Purchase,Waste of money.,"  I did not find this to even begin to cool off the room I placed it into.  I was sitting across the room about 6 ft. away and could barely feel any cool air from it and I had it pointed directly at me.  You have to be sitting in a chair directly in front of it to feel any of the cool air.  And after freezing the filter, as it is running the filter is thawing and then you have water dripping all over your furniture. This doesn't work well when on wood stands and such.  I would not recommend this to anyone.",Marcia ,1.0,"Waste of money.  I did not find this to even begin to cool off the room I placed it into.  I was sitting across the room about 6 ft. away and could barely feel any cool air from it and I had it pointed directly at me.  You have to be sitting in a chair directly in front of it to feel any of the cool air.  And after freezing the filter, as it is running the filter is thawing and then you have water dripping all over your furniture. This doesn't work well when on wood stands and such.  I would not recommend this to anyone."
459,459,B07RCZWQ7P,,"August 8, 2020",Verified Purchase,Mmmmm,  Not as cold as they say...,Rita bonita,2.0,Mmmmm  Not as cold as they say...
460,460,B07RCZWQ7P,,"August 8, 2020",Verified Purchase,Doesn't seem to do anything,"  It did no better than a fan. Just blowing air around, not really cooling it.",GD,1.0,"Doesn't seem to do anything  It did no better than a fan. Just blowing air around, not really cooling it."
461,461,B07RCZWQ7P,,"August 8, 2020",Verified Purchase,Mini Arctic Air Conditioner,  It really gets cool.  I love it.,Shayla,5.0,Mini Arctic Air Conditioner  It really gets cool.  I love it.
462,462,B07RCZWQ7P,,"August 8, 2020",Verified Purchase,don't waste your money,  did not work at all. Waste of money. Bought it for the semi. Can't even feel it,Footpeg,1.0,don't waste your money  did not work at all. Waste of money. Bought it for the semi. Can't even feel it
463,463,B07RCZWQ7P,,"August 8, 2020",Verified Purchase,Doesn’t work,"  Barely works, don’t waste your money.",Carla Marchese,1.0,"Doesn’t work  Barely works, don’t waste your money."
464,464,B07RCZWQ7P,,"August 8, 2020",Verified Purchase,Not what you think!,  Only good for about 2 feet or less from where you are.,Lynne Miller,2.0,Not what you think!  Only good for about 2 feet or less from where you are.
465,465,B07RCZWQ7P,,"August 7, 2020",Not Verified,Never worked,"  This thing leaked from the 1 st drop of water I put in it.Fan speed is to slow. Moves very little air. A waste of money. Trying to send it back. No luck yet!Kelley Jones sr.La Porte, TX",Jodie Eisenhardt,1.0,"Never worked  This thing leaked from the 1 st drop of water I put in it.Fan speed is to slow. Moves very little air. A waste of money. Trying to send it back. No luck yet!Kelley Jones sr.La Porte, TX"
466,466,B07RCZWQ7P,,"August 7, 2020",Verified Purchase,Will keep you cool when your next to it.,  Works really well but you have to be close to it. Won't cool the whole room.,Javonn Palma,4.0,Will keep you cool when your next to it.  Works really well but you have to be close to it. Won't cool the whole room.
467,467,B07RCZWQ7P,,"August 7, 2020",Verified Purchase,Safety,  The cord gets to hot when plug in for15 minutes,Derek Elliott,1.0,Safety  The cord gets to hot when plug in for15 minutes
468,468,B07RCZWQ7P,,"August 6, 2020",Verified Purchase,Does not work as well as the old one,"  I had one of the old one's and had it for about 4-5 years.  It worked very well.  But the new ones that are said to be new and improved are not good at all.  Will not buy another one,",Diana R.,1.0,"Does not work as well as the old one  I had one of the old one's and had it for about 4-5 years.  It worked very well.  But the new ones that are said to be new and improved are not good at all.  Will not buy another one,"
469,469,B07RCZWQ7P,,"August 6, 2020",Verified Purchase,Gift,  Gave away,Mom3,5.0,Gift  Gave away
470,470,B07RCZWQ7P,,"August 5, 2020",Verified Purchase,It’s only good for very small rooms but it’s still a good buy,  It does well air it’s a good bar only if you use it exactly have instructions tell you to use it a humidifier and a warm cooler is great for a dorm but that’s it a small room,Iam_coop09,3.0,It’s only good for very small rooms but it’s still a good buy  It does well air it’s a good bar only if you use it exactly have instructions tell you to use it a humidifier and a warm cooler is great for a dorm but that’s it a small room
471,471,B07RCZWQ7P,,"August 5, 2020",Not Verified,Advertising is NOT accurate,"  It clearly says it runs on USB but no USB cord is included. It's true the output from the wall adapter is 5V but I'm going to have to do some cutting, splicing, soldering, and insulating to create a USB cord for this. Don't expect it work worth a darn if dew point is over 60 degrees. :-(",John S,2.0,"Advertising is NOT accurate  It clearly says it runs on USB but no USB cord is included. It's true the output from the wall adapter is 5V but I'm going to have to do some cutting, splicing, soldering, and insulating to create a USB cord for this. Don't expect it work worth a darn if dew point is over 60 degrees. :-("
472,472,B07RCZWQ7P,,"August 5, 2020",Not Verified,Disappointing and Not Worth It. False Advertising.,  Can get down to 67 degrees but only if you put ice in it and it only last for about 40 minutes. Overall can bring down the temperature of your room 1 or 2 degrees at best. Can be a little better than nothing. I wouldn't recommend.,random5,2.0,Disappointing and Not Worth It. False Advertising.  Can get down to 67 degrees but only if you put ice in it and it only last for about 40 minutes. Overall can bring down the temperature of your room 1 or 2 degrees at best. Can be a little better than nothing. I wouldn't recommend.
473,473,B07RCZWQ7P,,"August 5, 2020",Verified Purchase,It really works!,  I love this thing!!!  I mainly use it at night in my bedroom because I like it really cool and it allows me to turn my AC way up so that is does not cycle on at night.  I also use it in the room where my computer is and it stays nice and cool.  This has really made a big difference in my electric bill during the warmest months here in East Texas.  I fully intend to use the heck out of this thing all the time.  I recommend it to anyone who wants the extra cool but not the extra high electric bill!!!,Spiral42,5.0,It really works!  I love this thing!!!  I mainly use it at night in my bedroom because I like it really cool and it allows me to turn my AC way up so that is does not cycle on at night.  I also use it in the room where my computer is and it stays nice and cool.  This has really made a big difference in my electric bill during the warmest months here in East Texas.  I fully intend to use the heck out of this thing all the time.  I recommend it to anyone who wants the extra cool but not the extra high electric bill!!!
474,474,B07RCZWQ7P,,"August 5, 2020",Verified Purchase,Waste of money.,  Waste of money all it does is push the hot air around and raise the humity to 90%.. I put it in a 10 by 10 bathroom for 10 hours and the temp was the same but the humity went from 60% up to 90%.,Torin,1.0,Waste of money.  Waste of money all it does is push the hot air around and raise the humity to 90%.. I put it in a 10 by 10 bathroom for 10 hours and the temp was the same but the humity went from 60% up to 90%.
475,475,B07RCZWQ7P,,"August 4, 2020",Verified Purchase,Item not true to the source,"  This product is and was horrible, it barely blows air out it's weak! I will never recommend this product to anyone. They're good about marketing this product to make their quick millions and once you find out it's after the fact how poor the product is.",seedjunkie,1.0,"Item not true to the source  This product is and was horrible, it barely blows air out it's weak! I will never recommend this product to anyone. They're good about marketing this product to make their quick millions and once you find out it's after the fact how poor the product is."
476,476,B07RCZWQ7P,,"August 4, 2020",Verified Purchase,wasn't impressed,  Have to replace water or ice too quickly,Amazon Customer,1.0,wasn't impressed  Have to replace water or ice too quickly
