,asin,product,date,verified,title,desc,reviewer_name,rating,month,year,month_year,title_desc
1674,B07D1LMMDD,AAA,2019-02-04,Verified Purchase,"Good service, good product", fast service as stated,Toby Roebuck,5.0,2,2019,2019-02,"Good service, good product fast service as stated"
1675,B07D1LMMDD,AAA,2019-02-04,Verified Purchase,Otamotone power!," I purchased these for use with an otamotone since that this is a true battery muncher.  These batteries are great for it.  The otamotone is also louder now, probably because these are a little higher voltage.",L. Grove,5.0,2,2019,2019-02,"Otamotone power! I purchased these for use with an otamotone since that this is a true battery muncher.  These batteries are great for it.  The otamotone is also louder now, probably because these are a little higher voltage."
1676,B07D1LMMDD,AAA,2019-02-03,Verified Purchase,Works well in remote and clock. They shipped a dead battery., Everything arrived in a timely manner and work great. However had a dead one in the box that would not take a charge so only 3 good batteries were shipped.,Lance C,2.0,2,2019,2019-02,Works well in remote and clock. They shipped a dead battery. Everything arrived in a timely manner and work great. However had a dead one in the box that would not take a charge so only 3 good batteries were shipped.
1677,B07D1LMMDD,AAA,2019-02-03,Verified Purchase,good service fast service, great  battery charge good,Amazon Customer,5.0,2,2019,2019-02,good service fast service great  battery charge good
1678,B07D1LMMDD,AAA,2019-02-01,Verified Purchase,good, excelent,Augusto H.,5.0,2,2019,2019-02,good excelent
1679,B07D1LMMDD,AAA,2019-01-27,Verified Purchase,Dual charging., I haven't had them in use long enough to evaluate. The first charging went very well.  I like the dual charging capability.,Le Roy W. White,4.0,1,2019,2019-01,Dual charging. I haven't had them in use long enough to evaluate. The first charging went very well.  I like the dual charging capability.
1680,B07D1LMMDD,AAA,2019-01-23,Verified Purchase,Good So Far," Ive only had them for a few days, but so far everything is good, charging is easy, they have held the charge and worked as expected.",Prophey068,5.0,1,2019,2019-01,"Good So Far Ive only had them for a few days, but so far everything is good, charging is easy, they have held the charge and worked as expected."
1681,B07D1LMMDD,AAA,2019-01-21,Verified Purchase,Good nice USB rechargable batteries, For now all is working fine. The battery and the recharger. I might change my revier later on once I have tested the battery 🔋 life,Iacopo Masi,5.0,1,2019,2019-01,Good nice USB rechargable batteries For now all is working fine. The battery and the recharger. I might change my revier later on once I have tested the battery 🔋 life
1682,B07D1LMMDD,AAA,2019-01-21,Verified Purchase,Terrible battery life, Figured I would give these a shot in my Bluetooth mouse....there is really no reason the battery should be dead in 3 weeks. Tried all batteries with the same results. I would ot recommend these.,Robert O.,1.0,1,2019,2019-01,Terrible battery life Figured I would give these a shot in my Bluetooth mouse....there is really no reason the battery should be dead in 3 weeks. Tried all batteries with the same results. I would ot recommend these.
1683,B07D1LMMDD,AAA,2019-01-21,Verified Purchase,"Amazing Batteries, a must have", Loved how long these batteries are lasting!  Love that they charge in an hour,S. Ford,5.0,1,2019,2019-01,"Amazing Batteries, a must have Loved how long these batteries are lasting!  Love that they charge in an hour"
1684,B07D1LMMDD,AAA,2019-01-19,Verified Purchase,Works great but needs recharging fairly often," Background: I frequently make international business trips lasting many weeks or months and carrying lots of batteries for my collection of electronics is inconvenient.Pros. These batteries fit and work perfectly in devices needing AAA batteries. They only need a standard micro-USB cable to charge. A cable that can charge 4 batteries at once was included. Charging time is fairly short, seems to be less than 2 hours.Cons: A trade-off for the built in charging port on the battery is that there is less room in the battery case for actual Li polymer so they do not have a lot of capacity. In my experience they only last about 20-25% as long as an alkaline battery would last in the same application.Verdict: For my situation and uses they are fine and I am glad I bought them. If you have electronic devices that require lots of power they may not have a long enough use time to satisfy you.",Jeff P,4.0,1,2019,2019-01,"Works great but needs recharging fairly often Background: I frequently make international business trips lasting many weeks or months and carrying lots of batteries for my collection of electronics is inconvenient.Pros. These batteries fit and work perfectly in devices needing AAA batteries. They only need a standard micro-USB cable to charge. A cable that can charge 4 batteries at once was included. Charging time is fairly short, seems to be less than 2 hours.Cons: A trade-off for the built in charging port on the battery is that there is less room in the battery case for actual Li polymer so they do not have a lot of capacity. In my experience they only last about 20-25% as long as an alkaline battery would last in the same application.Verdict: For my situation and uses they are fine and I am glad I bought them. If you have electronic devices that require lots of power they may not have a long enough use time to satisfy you."
1685,B07D1LMMDD,AAA,2019-01-18,Verified Purchase,Oh Wow!, These are so amazing. Easy to use. True Lithium Ion power. Holds constant charge until completely drained. There is no drain or slowing down. Will definitely repurchase.,Louis and Angela Martin ,5.0,1,2019,2019-01,Oh Wow! These are so amazing. Easy to use. True Lithium Ion power. Holds constant charge until completely drained. There is no drain or slowing down. Will definitely repurchase.
1686,B07D1LMMDD,AAA,2019-01-17,Verified Purchase,Not really lithium!, I don't think these batterys are really lithium batteries. Received mine and no where does it say lithium. Not on the box or the batterys?,Sdglass,1.0,1,2019,2019-01,Not really lithium! I don't think these batterys are really lithium batteries. Received mine and no where does it say lithium. Not on the box or the batterys?
1687,B07D1LMMDD,AAA,2019-01-17,Verified Purchase,Easy to charge from laptop, Like that LEDs are red during charge and off when charged. Nice to recharge from laptop while on the road.,Terry S.,5.0,1,2019,2019-01,Easy to charge from laptop Like that LEDs are red during charge and off when charged. Nice to recharge from laptop while on the road.
1688,B07D1LMMDD,AAA,2019-01-17,Not Verified,These things don't last, Received these as a gift and was excited about the concept. Used them is a small pen-style flashlight for about 30 seconds per day and they last about 10 days. Expected much more.,Kevin,1.0,1,2019,2019-01,These things don't last Received these as a gift and was excited about the concept. Used them is a small pen-style flashlight for about 30 seconds per day and they last about 10 days. Expected much more.
1689,B07D1LMMDD,AAA,2019-01-15,Verified Purchase,I wouldn't.....," Neat concept, and love lithium ion batteries, but these don't last long at all",Kerri Reynolds,2.0,1,2019,2019-01,"I wouldn't..... Neat concept, and love lithium ion batteries, but these don't last long at all"
1690,B07D1LMMDD,AAA,2019-01-13,Verified Purchase,No charging port!, No charging port. No way to charge them!,Robert S,1.0,1,2019,2019-01,No charging port! No charging port. No way to charge them!
1691,B07D1LMMDD,AAA,2019-01-11,Verified Purchase,Convenient and fast, Likes: Love convenience. Just plug them into usb charger for an hour.Dislikes: Charge only lasts a few hours when using in headphones.,Michele Welsh,4.0,1,2019,2019-01,Convenient and fast Likes: Love convenience. Just plug them into usb charger for an hour.Dislikes: Charge only lasts a few hours when using in headphones.
1692,B07D1LMMDD,AAA,2019-01-10,Verified Purchase,These  socalled rechargable batteruiiiiiiiies cannot br charged, These batteries CANNOT be charged in AAA battery charger. Just JUNK!!!,B. Biega,1.0,1,2019,2019-01,These  socalled rechargable batteruiiiiiiiies cannot br charged These batteries CANNOT be charged in AAA battery charger. Just JUNK!!!
1693,B07D1LMMDD,AAA,2019-01-10,Verified Purchase,Don't hold a charge for long," Batteries only last for 2hrs max in led head lamp, regular batteries last for at least 40hrs.",emily b.,1.0,1,2019,2019-01,"Don't hold a charge for long Batteries only last for 2hrs max in led head lamp, regular batteries last for at least 40hrs."
1694,B07D1LMMDD,AAA,2019-01-05,Verified Purchase,Convenient batteries," Unsure how many hours I get out of each battery when I use in noise canceling BOSE headphones,  but they are convenient and they charge fine,  so I am happy with my purchase.",NClark,4.0,1,2019,2019-01,"Convenient batteries Unsure how many hours I get out of each battery when I use in noise canceling BOSE headphones,  but they are convenient and they charge fine,  so I am happy with my purchase."
